id,race,region,sex,degree,sibs,wrkstat,childs,hompop,earnrs,adults,educ,marital,happy,income,age,sei,maeduc,pasei,agekdbrn,paeduc,hapunhap,trust
1123,2,4,2,1,4,1,0,1,1,1,12,5,1,12,60,33.1,12,52.3,0,6,1,2
1124,2,4,2,1,3,5,4,2,0,1,16,3,2,5,51,50.7,14,50.7,20,98,2,2
1125,2,4,2,1,10,1,0,1,1,1,16,5,2,10,26,63.5,12,-1,0,97,2,2
1126,2,4,2,1,8,7,5,1,0,1,12,3,2,12,46,29.2,10,-1,13,97,0,0
1127,2,4,2,1,4,7,0,1,0,1,15,3,3,7,78,73.2,11,29.2,0,9,0,0
1128,2,4,2,1,0,7,5,3,1,3,12,1,1,12,66,50.5,12,-1,21,97,1,1
1129,2,4,2,1,7,7,2,2,0,1,12,5,3,1,48,21.2,11,29.2,18,11,0,0
1133,2,4,2,1,7,1,4,3,2,3,13,3,2,10,55,56.6,12,66.1,19,11,2,2
1134,2,4,2,1,4,4,7,3,1,3,12,5,3,7,53,21.2,8,29.2,19,8,3,2
1135,2,4,2,1,4,1,3,4,1,1,13,5,2,8,31,38.5,11,28.4,19,12,1,1
1137,1,4,2,2,3,7,2,4,1,2,14,1,2,12,42,63.2,11,37.3,18,15,1,2
1138,2,4,2,1,0,1,3,5,3,2,15,1,2,12,35,73.6,12,50.7,17,12,2,2
1140,1,4,2,4,1,7,1,3,1,2,18,1,2,12,34,78.5,20,83.9,34,16,2,2
1141,1,4,2,3,1,2,2,3,1,1,16,3,2,12,37,84.7,18,63.5,27,16,2,2
1142,1,4,2,3,2,1,2,1,1,1,16,3,1,12,50,84,16,58.1,29,11,1,2
1146,1,6,2,1,5,2,0,5,3,3,12,5,2,12,18,33.1,11,44.7,0,13,0,0
1147,2,6,2,1,3,1,3,4,1,1,12,1,2,9,25,63.5,12,-1,18,97,2,2
1148,2,6,2,0,7,7,8,5,0,4,10,1,2,13,48,22.5,10,37.2,18,8,1,2
1149,2,6,2,1,3,4,3,5,0,2,12,5,2,6,27,63.5,14,56.6,19,12,0,0
1152,2,6,2,0,6,2,4,2,2,2,11,1,1,13,46,28.4,9,-1,17,97,1,2
1153,1,6,2,3,2,7,3,5,1,2,16,1,2,12,34,56.6,16,53.7,25,14,0,0
1155,1,4,2,3,0,7,3,5,2,2,16,1,1,13,37,66.1,16,-1,29,97,1,1
1162,1,4,2,1,6,7,6,8,3,3,13,1,1,12,40,37.7,16,87,21,20,1,2
1167,1,4,2,1,11,7,1,1,0,1,12,3,3,6,65,32.4,8,-1,27,97,3,2
1169,2,4,2,0,3,7,3,5,2,2,10,1,2,12,22,-1,97,54.2,18,97,2,2
1172,1,4,2,0,4,7,3,1,0,1,11,2,3,2,76,33.1,5,-1,21,3,0,0
1173,1,4,2,4,1,1,0,1,1,1,19,5,2,12,30,60.6,16,76.4,0,16,1,2
1174,2,4,2,0,8,7,3,1,1,1,9,5,3,3,26,-1,11,-1,18,97,0,0
1176,1,4,2,4,3,6,1,1,0,1,20,3,1,12,54,73.2,15,97.2,26,20,1,1
1178,1,4,2,1,4,1,2,5,2,2,9,1,1,12,36,73.2,13,-1,20,97,0,0
1179,1,4,2,1,5,5,3,1,0,1,14,2,1,12,80,40.4,11,38.1,29,12,1,2
1180,2,4,2,1,7,1,2,2,2,2,13,1,2,12,53,31.2,6,-1,19,97,1,3
1182,2,4,2,1,2,1,2,4,2,2,12,1,2,12,36,45.8,16,31.5,19,12,2,2
1183,1,4,2,1,5,7,4,2,1,2,12,1,1,12,67,38.4,12,28.4,22,12,1,1
1185,2,4,2,1,7,1,0,4,2,3,14,5,3,10,27,29.3,10,-1,0,97,2,1
1187,1,4,2,2,0,1,0,2,2,2,14,5,3,12,29,62.5,18,-1,0,97,4,2
1192,2,4,2,2,2,5,2,2,2,2,15,1,2,12,60,63.2,16,-1,18,97,1,2
1197,2,4,2,0,3,5,8,5,0,3,5,2,2,11,77,21.2,7,29.5,18,98,1,3
1201,1,5,2,1,3,7,4,6,1,2,14,1,2,12,36,63.5,16,86.9,27,16,1,2
1205,1,5,2,1,1,1,1,3,2,3,12,1,1,12,48,63.5,12,34.2,28,11,2,1
1206,1,5,2,4,3,1,0,2,2,2,18,1,1,12,33,63.2,18,73.6,0,16,0,0
1207,1,5,2,1,1,1,0,1,1,1,12,5,2,11,38,33.9,12,73.3,0,16,2,2
1208,1,5,2,1,2,5,3,2,1,2,12,1,2,12,69,86.8,11,29.4,20,12,0,0
1213,1,5,2,1,1,1,1,3,2,2,12,1,2,12,44,39.6,97,28.6,33,98,2,2
1214,1,5,2,3,6,5,4,4,1,2,16,1,3,10,73,74,8,-1,18,97,4,2
1215,1,5,2,3,3,1,0,2,2,2,16,1,1,12,54,74.9,12,45.9,0,12,0,0
1217,1,5,2,1,7,2,4,6,2,2,12,1,1,12,36,63.5,4,30.1,22,10,0,0
1218,1,5,2,0,2,7,3,1,0,1,10,2,2,4,78,-1,3,24.2,23,6,1,1
1220,1,5,2,4,2,1,1,1,1,1,17,4,3,12,50,73.2,12,39.4,27,16,3,2
1223,1,6,2,2,4,1,2,4,1,2,14,3,2,12,41,38.4,12,-1,27,98,0,0
1224,1,6,2,0,7,2,3,7,2,4,6,2,1,3,49,30.8,0,26.5,25,6,0,0
1226,1,6,2,1,12,7,3,5,1,2,12,1,1,12,33,25.5,6,38.9,21,6,0,0
1227,1,6,2,0,3,1,2,4,2,2,10,5,2,12,35,38.9,97,26.5,17,12,2,2
1228,1,6,2,3,3,1,0,1,1,1,16,5,2,12,46,92.3,12,92.3,0,17,1,3
1233,1,6,2,4,4,1,2,4,1,2,18,1,2,11,37,80.9,1,39.4,27,14,2,2
1234,3,6,2,0,2,1,4,6,2,2,9,1,1,11,35,43.5,6,63.2,20,6,1,2
1237,1,6,2,0,5,7,5,5,0,1,9,1,1,3,47,27.7,6,-1,22,97,1,2
1238,1,6,2,0,6,2,4,4,3,2,11,1,1,12,50,48.5,1,33.2,21,3,1,2
1241,1,6,2,0,5,8,6,4,1,2,9,4,3,5,56,26.4,6,31.5,16,3,2,2
1242,3,6,2,1,2,6,0,4,3,3,14,5,2,12,20,37.7,16,62.5,0,12,0,0
1244,3,6,2,1,9,7,3,4,0,1,9,4,3,9,28,32.4,6,27.7,19,6,2,2
1246,1,6,2,0,3,1,0,2,2,2,11,1,2,12,28,33.1,6,-1,0,97,1,2
1247,1,6,2,0,7,1,6,5,2,3,7,5,2,12,44,32.3,16,83.9,17,16,0,0
1248,3,6,2,2,6,6,0,2,2,2,14,5,2,9,21,36.5,97,44.7,0,7,2,2
1250,3,6,2,0,8,7,2,4,0,2,5,5,2,4,42,22.5,9,-1,38,97,0,0
1251,1,6,2,0,12,7,1,6,2,3,9,1,1,11,53,36.5,98,38.1,19,6,1,2
1252,1,4,2,1,5,1,1,2,1,1,12,5,2,12,23,36.5,12,45.8,20,12,1,2
1253,2,4,2,1,8,1,3,3,1,2,12,1,1,11,45,29,12,32.3,28,10,1,1
1254,1,4,2,4,1,1,0,1,1,1,20,5,3,12,43,90.3,18,-1,0,97,2,2
1255,2,4,2,1,1,1,3,5,2,2,14,1,2,12,36,65.8,10,38,25,10,0,0
1256,2,4,2,1,2,4,1,2,1,1,12,5,1,10,25,36.5,14,-1,22,97,0,0
1258,1,4,2,3,2,7,3,5,1,2,16,1,1,12,45,63.2,11,33.1,31,97,0,0
1263,1,4,2,1,6,7,1,2,1,2,12,5,2,12,19,38.9,14,-1,19,97,1,2
1265,1,4,2,1,1,3,2,1,1,1,14,2,2,12,52,53.9,12,28.4,22,9,2,2
1268,3,4,2,2,4,1,2,2,1,2,14,1,1,12,32,63.5,12,37.3,22,12,1,2
1270,1,4,2,4,1,1,3,1,1,1,20,2,2,12,65,89.3,12,37.3,27,6,0,0
1272,1,4,2,3,1,1,0,1,1,1,16,5,2,7,23,63.5,17,82.7,0,16,0,0
1275,1,4,2,1,1,7,4,6,2,2,14,1,2,12,38,36.9,12,-1,20,20,1,2
1276,1,4,2,2,3,7,1,3,1,2,14,1,3,11,26,41.6,12,-1,25,16,1,2
1278,1,4,2,1,4,1,2,1,1,1,14,3,1,11,59,63.5,97,-1,20,97,0,0
1285,1,7,2,0,4,5,6,1,0,1,11,2,2,8,79,29.3,98,27.7,17,98,2,1
1287,1,7,2,1,1,6,0,2,1,2,13,5,2,5,19,-1,12,-1,0,97,0,0
1288,1,7,2,1,4,7,2,2,2,2,12,1,1,12,59,63.5,12,34.2,26,12,1,1
1294,3,7,2,1,3,1,2,3,1,1,12,5,3,12,26,38.4,14,34.2,21,16,2,2
1296,1,7,2,1,5,1,3,3,1,3,12,3,2,2,41,29.2,12,32.3,21,12,0,0
1297,1,7,2,3,3,2,2,4,2,2,18,1,1,12,41,76.4,12,-1,27,12,1,2
1300,1,7,2,2,8,7,3,5,1,2,14,1,2,12,28,38.9,12,64.2,19,18,0,0
1301,1,7,2,1,4,1,3,2,1,2,14,1,2,12,65,62.1,12,54.9,22,12,1,1
1302,1,7,2,2,6,1,2,1,1,1,16,2,2,12,53,-1,10,38.2,24,13,2,2
1305,1,7,2,0,5,8,0,1,0,1,8,5,2,5,49,39.4,9,-1,0,12,0,0
1307,1,7,2,3,1,2,1,3,2,2,16,1,2,12,26,64.4,13,28.2,24,12,2,2
1308,1,7,2,1,1,1,4,6,2,2,11,1,2,12,33,36.5,12,32.3,16,12,0,0
1310,1,7,2,1,6,8,5,2,2,2,11,4,2,9,58,21.2,8,-1,19,97,2,2
1313,1,7,2,2,1,5,3,1,0,1,14,2,2,12,83,74.4,12,-1,28,97,1,1
1314,1,7,2,0,6,5,5,1,0,1,7,2,2,10,86,29.3,8,37.3,19,5,1,1
1316,1,7,2,0,6,6,0,4,4,3,11,5,2,12,19,38.9,12,66.1,0,13,0,0
1317,1,7,2,1,3,5,4,1,0,1,12,2,2,1,87,64.8,98,-1,20,98,2,2
1318,1,7,2,2,0,1,3,1,1,1,15,2,2,12,61,33.3,13,36.4,19,2,2,2
1319,1,7,2,1,1,5,3,1,0,1,12,3,2,8,80,32.4,12,-1,19,97,2,2
1320,1,7,2,1,2,5,2,2,0,1,14,3,2,8,66,36.5,9,-1,21,97,2,2
1321,1,8,2,1,4,5,2,3,3,2,12,3,2,6,64,33.1,12,34.2,22,12,0,0
1326,2,8,2,1,6,2,2,2,1,2,12,5,3,5,53,33.1,12,28.6,16,10,1,2
1329,2,8,2,0,3,1,2,3,1,1,11,5,3,6,29,31.2,15,42.4,20,12,2,2
1330,1,8,2,0,10,7,1,2,0,1,6,5,3,7,30,-1,3,37.4,25,3,2,2
1332,3,8,2,0,8,1,1,3,1,2,11,5,2,11,22,29,6,26.5,20,8,1,1
1333,1,8,2,1,7,2,2,4,2,2,12,1,2,11,26,26.5,97,26.5,19,3,2,2
1334,1,8,2,4,2,1,1,2,2,2,16,1,1,12,58,63.5,12,32.7,18,12,0,0
1335,1,8,2,1,1,1,2,2,2,2,12,4,2,12,54,27.5,12,53.7,29,12,2,1
1336,1,8,2,4,2,1,0,1,1,1,18,2,1,12,59,78.5,12,76.4,0,8,1,2
1340,1,8,2,2,1,1,2,2,2,2,14,1,2,12,57,63.5,16,88.2,18,20,2,2
1342,1,8,2,4,7,1,2,3,2,1,20,4,2,12,37,86.9,13,-1,20,98,0,0
1344,1,8,2,1,4,3,3,3,2,2,13,1,1,12,51,56.6,12,63.2,20,16,0,0
1347,2,8,2,2,8,1,2,4,2,2,14,1,2,12,31,26.4,10,-1,20,97,1,1
1351,1,8,2,1,3,2,0,2,1,2,15,5,2,10,22,38.9,10,83.7,0,13,0,0
1353,1,8,2,3,3,2,0,1,1,1,17,5,2,7,25,32.4,17,32.4,0,12,1,1
1354,1,8,2,3,0,4,0,1,1,1,17,5,3,4,24,32.4,12,-1,0,97,0,0
1357,1,8,2,1,6,1,0,4,1,3,12,5,2,12,23,-1,14,38.2,0,14,2,2
1360,1,8,2,0,6,5,4,1,0,1,11,2,3,12,79,-1,98,29.2,20,98,3,1
1361,1,8,2,3,1,2,3,5,2,2,16,1,2,12,34,-1,18,86,28,17,2,1
1362,1,8,2,1,2,1,3,2,1,2,12,1,2,12,61,63.5,12,26.7,16,10,2,1
1363,1,8,2,3,3,1,0,1,1,1,16,5,2,12,54,73.2,13,49.9,0,19,0,0
1367,1,8,2,4,1,5,0,1,0,1,20,5,1,12,86,80.3,12,73.9,0,16,0,0
1369,1,8,2,3,1,5,2,1,0,1,16,2,3,12,67,78.5,16,86.5,19,16,0,0
1370,1,8,2,1,8,3,0,2,2,2,13,1,1,12,37,37.9,12,31.5,0,12,1,1
1371,1,8,2,1,5,1,3,2,2,2,11,3,2,12,49,38.9,12,28.6,18,10,2,1
1372,1,8,2,1,2,1,3,4,2,1,12,4,2,12,37,54.7,12,63.5,23,16,1,1
1373,1,8,2,1,4,2,0,2,2,2,12,1,3,12,55,29,12,38.9,0,98,2,2
1374,1,8,2,3,3,1,0,2,1,2,16,1,2,12,23,31.4,13,58.3,0,13,1,2
1379,1,8,2,1,2,2,0,1,1,1,12,5,1,1,48,28.4,16,73.9,0,16,1,2
1381,1,7,2,1,8,7,8,2,2,2,14,1,1,12,45,65.2,14,37.3,27,16,0,0
1384,1,7,2,1,6,2,2,2,1,2,12,1,1,12,58,27.5,12,31.3,28,16,1,1
1385,1,7,2,3,8,7,2,2,2,2,16,1,1,12,53,38,12,29.3,25,16,1,1
1386,1,7,2,2,1,5,2,2,0,2,14,1,1,12,65,73.2,12,69.7,25,15,1,1
1387,1,7,2,3,2,8,1,3,2,2,16,1,2,12,45,46.3,14,80.3,32,16,2,1
1388,1,7,2,1,4,5,2,1,1,1,12,3,1,12,69,63.5,2,29.2,20,98,1,2
1390,1,7,2,1,2,5,4,1,1,1,12,2,2,98,82,53.7,98,29.2,19,98,2,2
1391,1,7,2,0,3,8,4,5,1,2,11,1,1,10,32,33.1,11,76.4,18,12,1,2
1396,1,7,2,1,2,1,0,2,2,2,15,5,2,12,31,-1,18,-1,0,97,1,2
1397,1,7,2,3,2,1,1,3,2,2,18,1,2,12,50,78.5,12,37.3,33,12,2,2
1399,1,7,2,1,2,7,2,4,2,2,10,1,1,12,38,33.9,10,-1,26,16,2,2
1402,1,7,2,1,2,7,3,4,4,2,12,1,3,12,33,-1,12,63.5,16,15,0,0
1403,1,7,2,3,11,2,3,5,2,2,16,1,2,12,42,63.5,12,37.3,27,8,2,1
1405,1,7,2,1,1,1,0,1,1,1,12,3,2,11,28,36.5,9,34.3,0,11,0,0
1406,3,7,2,1,4,7,1,4,2,3,12,5,3,12,26,-1,12,-1,21,97,3,2
1407,1,7,2,0,7,7,2,3,1,2,10,1,2,1,47,27.5,10,-1,19,8,1,2
1411,1,7,2,3,1,3,0,2,2,2,16,1,2,10,28,76.4,98,86.6,0,98,2,2
1413,1,7,2,3,1,1,0,1,1,1,18,5,2,12,48,80.3,16,86,0,16,2,1
1418,3,8,2,1,6,1,2,3,1,1,13,4,3,12,27,62.5,15,-1,18,97,2,2
1419,1,8,2,0,3,1,2,3,1,1,11,5,3,9,24,36.5,6,-1,20,97,3,2
1420,2,8,2,2,2,2,2,1,1,1,14,2,2,12,60,35.4,11,-1,31,8,0,0
1421,1,8,2,0,5,2,2,2,1,2,10,1,2,9,33,32.4,10,31.5,17,12,2,2
1423,1,8,2,0,4,1,4,4,2,2,11,5,2,12,34,28.4,7,-1,14,97,0,0
1424,1,8,2,1,5,2,3,6,3,3,14,3,2,12,57,30.8,10,32.3,20,12,0,0
1428,1,8,2,1,4,8,4,5,0,1,12,3,2,11,34,28.4,11,52.3,18,12,0,0
1429,1,8,2,2,1,1,0,3,3,3,14,5,2,12,22,33.1,14,-1,0,97,2,2
1431,1,8,2,3,3,1,0,2,2,2,18,1,2,12,45,65.2,16,73.3,0,17,1,1
1432,1,8,2,1,1,5,3,1,1,1,14,3,2,13,75,61.9,12,37.3,18,8,0,0
1433,1,8,2,0,4,5,6,1,0,1,10,2,2,9,81,26.5,98,37.3,20,98,1,2
1434,1,8,2,1,3,7,1,5,2,3,12,5,1,6,19,-1,97,32.3,18,17,0,0
1435,1,8,2,1,3,2,0,3,1,3,13,5,2,12,21,28.4,97,65.8,0,12,1,2
1436,1,8,2,0,3,8,3,1,0,1,11,3,3,5,56,32.4,98,43.7,25,98,0,0
1437,1,8,2,2,5,5,2,2,1,1,14,3,2,1,57,38.9,10,63.5,20,14,2,1
1438,1,8,2,2,2,2,0,5,4,4,15,5,3,12,23,32.4,14,44.7,0,13,2,2
1443,3,8,2,1,3,2,2,3,2,2,12,1,1,10,50,33.1,14,63.5,24,15,2,2
1445,1,8,2,1,6,1,1,2,1,1,12,5,2,11,36,33.1,12,29.2,24,12,2,2
1448,3,8,2,4,2,1,3,5,3,4,20,1,1,12,47,80.3,12,28.4,24,12,1,1
1451,1,8,2,3,1,5,2,2,2,2,16,1,2,12,72,37.7,14,-1,22,97,1,1
1453,1,8,2,1,4,1,1,1,1,1,12,4,2,10,26,38.4,12,56.5,23,14,2,2
1454,1,8,2,1,1,1,0,1,1,1,16,5,2,7,31,80.3,13,84.7,0,11,2,1
1457,3,8,2,1,5,8,8,2,0,2,12,1,2,10,55,29.3,97,-1,20,12,2,2
1458,3,8,2,1,2,7,2,4,1,2,18,5,1,12,26,39.4,17,32.8,14,12,1,1
1459,3,8,2,3,2,2,4,6,2,2,18,1,1,12,35,63.5,15,63.5,25,16,1,2
1460,1,8,2,4,2,7,1,3,2,2,18,1,2,12,42,63.5,16,62.5,35,18,2,1
1461,1,1,2,1,2,3,1,2,2,1,15,2,1,12,56,97.2,14,86,38,19,1,1
1462,1,1,2,4,3,1,1,4,3,3,18,5,2,12,54,36.5,20,80.9,39,20,1,2
1464,1,1,2,3,0,1,0,3,3,3,16,5,2,12,28,31.4,12,86.6,0,12,2,3
1465,1,1,2,1,1,5,8,2,0,2,12,1,1,12,80,38.4,14,38.1,24,8,0,0
1466,1,1,2,1,3,7,2,4,2,2,12,5,3,12,26,66.1,18,92.3,20,20,0,0
1467,1,1,2,4,5,1,3,1,1,1,18,3,2,12,53,78.5,12,28.6,18,98,2,1
1468,1,1,2,2,5,1,3,3,3,3,14,1,1,12,51,37.7,12,86.8,21,16,0,0
1470,1,1,2,3,4,5,7,1,0,1,16,2,2,11,75,73.2,12,-1,24,97,1,1
1471,1,1,2,2,2,2,1,3,2,2,14,1,1,12,29,32.4,14,33.1,28,12,1,2
1472,1,1,2,1,4,2,3,5,3,4,12,1,2,12,44,63.5,11,43.2,21,12,1,1
1473,1,1,2,3,2,1,1,2,1,1,16,4,2,12,46,38.5,12,76.4,32,16,2,1
1474,1,1,2,4,2,5,0,1,0,1,18,2,2,12,57,73.2,18,69.7,0,18,0,0
1475,1,1,2,1,4,3,0,6,3,3,13,5,2,12,20,38.4,17,64.2,0,14,1,1
1476,1,1,2,3,3,3,0,2,1,2,17,5,2,12,30,64.1,97,63.2,0,18,2,2
1477,1,1,2,2,2,1,2,3,3,3,15,1,2,12,57,38.4,12,33.1,29,98,2,2
1479,2,1,2,3,3,1,1,1,1,1,16,3,2,12,57,73.2,12,28.4,29,11,1,2
1480,1,1,2,0,2,1,0,2,2,2,11,5,3,10,21,32.4,13,49.6,0,14,2,2
1481,1,1,2,1,5,1,2,2,1,2,12,1,2,12,62,37.9,17,76.4,20,17,0,0
1482,1,1,2,3,2,7,2,1,1,1,16,3,2,9,81,56.6,12,78,25,16,2,1
1486,1,1,2,3,1,1,2,2,2,2,18,3,2,11,54,63.5,18,63.5,33,8,2,1
1487,1,1,2,1,2,1,0,2,2,2,13,1,1,12,52,40.2,12,-1,0,14,1,1
1488,1,1,2,3,7,5,3,2,2,2,16,1,1,12,75,63.5,12,-1,28,97,1,1
1489,1,1,2,1,4,1,2,2,2,2,12,1,2,12,52,37.9,12,-1,16,97,2,2
1491,1,1,2,1,1,4,2,3,3,1,10,3,2,10,40,33.1,10,-1,16,10,0,0
1495,1,1,2,1,7,1,1,2,2,2,12,5,2,11,24,50.3,12,-1,19,97,0,0
1497,1,1,2,4,2,5,1,1,0,1,17,2,2,12,89,78.5,10,49.6,24,10,0,0
1499,1,1,2,3,3,1,2,2,2,2,16,3,1,12,49,50.5,16,92.3,28,19,1,1
1504,1,1,2,1,0,7,1,3,1,2,12,1,2,13,37,29.2,12,37.3,26,12,2,2
1506,1,1,2,1,3,2,2,2,2,2,12,1,2,12,53,31.2,12,76.4,21,13,2,1
1507,1,1,2,1,5,5,3,1,0,1,12,2,1,10,85,29.5,12,37.3,20,98,0,0
1508,1,1,2,2,2,1,3,5,2,3,14,1,1,13,44,73.2,16,-1,26,16,1,1
1509,1,1,2,1,2,5,4,2,0,2,13,1,1,13,67,33.6,12,27.7,20,12,1,1
1510,1,1,2,4,4,5,2,2,1,2,19,1,1,98,63,78.5,12,50.7,27,12,1,1
1512,1,1,2,1,1,2,3,1,1,1,12,2,3,13,62,37.9,12,37.7,22,98,3,2
1515,1,3,2,3,2,1,0,3,2,3,16,5,2,12,25,38.9,19,73.3,0,16,0,0
1517,1,3,2,4,1,2,3,3,3,2,20,1,1,13,59,82.7,18,84.7,32,19,1,1
1519,1,3,2,3,3,1,0,1,1,1,16,5,1,12,23,82.7,12,50.7,0,15,0,0
1521,1,3,2,3,1,1,0,2,2,2,16,1,2,9,24,56.6,12,86.6,0,14,2,1
1522,1,3,2,1,2,1,0,3,1,3,16,5,2,7,22,33.9,12,61.9,0,16,0,0
1523,1,3,2,2,4,1,0,2,2,2,14,5,2,12,24,64.2,18,37.3,0,16,2,1
1526,1,3,2,3,2,4,0,1,1,1,19,5,2,11,29,69.2,14,37.3,0,13,0,0
1527,1,3,2,3,0,4,0,1,0,1,20,5,3,9,38,37.7,12,-1,0,97,0,0
1530,1,3,2,1,18,1,3,2,2,2,12,1,1,12,51,67,12,38.4,17,12,0,0
1531,1,3,2,1,1,5,5,2,0,2,12,1,2,12,70,29,12,38.1,21,12,2,1
1532,1,3,2,4,0,1,3,5,2,2,20,1,1,12,40,63.5,18,64.1,25,12,1,1
1533,1,3,2,1,1,7,4,2,1,2,12,1,2,98,66,50.7,12,37.3,21,8,0,0
1536,1,3,2,1,9,5,4,2,0,2,13,1,1,12,78,48.5,13,-1,21,97,1,2
1538,1,7,2,1,0,5,4,1,0,1,14,2,1,13,70,38.4,8,28.6,24,8,1,1
1539,1,7,2,3,1,2,2,4,2,2,18,1,1,12,36,84.2,12,64.1,26,14,0,0
1540,1,7,2,3,4,1,2,2,2,2,16,1,2,12,50,64.8,8,32.3,21,8,1,1
1543,1,7,2,2,3,3,3,3,3,3,14,1,2,13,54,78.5,8,-1,16,12,2,3
1545,1,7,2,1,7,5,2,1,0,1,12,2,2,98,89,63.5,12,37.8,30,8,2,2
1547,1,7,2,1,8,7,0,3,3,3,12,5,2,12,20,30.8,14,38.4,0,12,0,0
1548,1,7,2,1,3,1,2,1,1,1,12,5,2,9,27,37.7,98,45.4,18,98,0,0
1549,1,7,2,4,2,3,1,1,1,1,19,3,1,12,36,78.5,15,87,30,20,0,0
1550,1,7,2,3,2,2,2,1,1,1,16,2,2,13,31,53.5,15,-1,26,14,2,2
1551,1,7,2,3,1,1,0,2,2,2,16,1,2,12,31,67,16,52.3,0,18,2,1
1552,1,7,2,3,3,1,2,4,2,2,16,1,2,12,40,51.9,12,45.4,30,12,1,1
1554,1,7,2,2,2,7,2,4,1,2,14,1,1,5,26,75.2,16,86.8,22,16,1,1
1559,1,7,2,3,3,1,2,2,2,2,15,1,1,12,55,62.5,9,86.5,18,17,0,0
1560,1,7,2,1,0,1,2,1,1,1,15,3,1,12,35,43.7,12,78.5,23,20,0,0
1563,1,7,2,1,6,7,6,2,0,2,12,1,1,11,62,30.7,12,36.5,24,15,1,1
1564,1,7,2,1,5,1,3,5,2,3,12,1,2,13,38,29.3,12,29.2,19,12,2,2
1565,1,3,2,1,6,2,3,1,0,1,12,2,3,12,72,32.4,8,44.7,21,6,3,2
1566,1,3,2,2,6,1,0,1,1,1,14,2,2,12,49,86.7,12,34.2,0,8,1,1
1568,1,3,2,1,5,1,8,2,1,1,12,1,2,12,50,49.6,10,28.6,18,10,0,0
1569,1,3,2,2,2,2,2,4,2,2,14,1,1,12,30,39,13,49.6,25,12,1,2
1570,1,3,2,1,4,1,2,3,2,2,12,1,1,12,44,63.5,12,-1,18,97,1,2
1571,1,3,2,1,4,1,1,2,2,2,12,1,3,12,55,38.9,12,36.9,26,12,1,1
1572,1,3,2,1,3,7,3,2,0,2,12,1,2,8,60,26.4,12,32.3,18,98,2,1
1573,1,3,2,0,13,2,7,1,1,1,8,2,3,4,84,38.9,98,37.3,19,8,1,2
1574,1,3,2,1,9,1,3,2,2,2,13,1,1,12,47,26.4,12,-1,19,97,0,0
1576,1,3,2,1,0,6,0,3,3,3,14,1,1,12,19,32.4,13,63.5,0,12,1,1
1578,1,3,2,1,1,5,3,2,0,2,12,1,2,10,67,38.4,12,37.3,20,12,2,2
1583,1,3,2,1,4,2,2,2,2,2,12,1,2,12,61,37.7,12,27.7,19,8,2,1
1588,1,2,2,2,14,1,4,2,1,1,14,3,3,11,48,65.8,14,35.1,21,13,3,2
1589,1,2,2,1,2,1,1,2,1,1,12,3,2,12,43,38,12,32.3,39,14,2,2
1590,1,2,2,2,1,2,0,1,1,1,15,5,3,12,71,38.9,11,33.1,0,8,2,1
1591,1,2,2,2,1,5,4,1,0,1,14,2,2,10,73,44.3,14,86.5,25,12,0,0
1594,1,2,2,0,2,7,3,6,2,2,11,5,2,5,27,27.5,8,35.4,22,9,1,2
1595,1,2,2,0,3,1,0,5,3,5,11,3,1,12,53,36.5,14,28.6,0,11,1,2
1596,1,2,2,0,11,5,5,1,0,1,11,2,3,10,86,37.7,8,37.3,19,8,1,2
1599,1,7,2,1,8,5,4,3,1,3,12,1,2,98,63,54.2,7,34.2,21,3,2,2
1600,1,7,2,1,3,8,4,4,2,3,13,4,2,12,36,45.7,14,86,18,17,2,2
1603,1,7,2,1,3,1,2,2,2,2,12,1,1,12,57,37.7,12,50.7,21,12,0,0
1604,1,7,2,0,12,7,1,3,2,2,9,1,2,11,22,32.4,14,63.5,19,12,2,2
1605,1,7,2,0,4,4,4,3,1,2,11,4,2,11,29,29.3,97,-1,18,13,0,0
1607,1,7,2,1,5,7,0,2,1,2,12,1,2,13,37,29.3,98,-1,0,98,0,0
1611,1,7,2,1,4,2,2,1,1,1,12,3,2,12,68,35.4,7,37.3,19,8,0,0
1613,1,7,2,1,7,7,4,2,1,2,12,1,2,12,66,30.7,8,38.2,19,7,0,0
1618,1,7,2,1,2,7,2,1,0,1,12,2,2,12,78,21.1,12,80.3,19,16,2,1
1622,1,2,2,0,10,7,8,2,0,2,8,1,2,98,80,-1,8,37.3,18,98,2,2
1626,1,2,2,1,1,6,0,2,2,2,13,5,2,9,20,-1,12,-1,0,97,2,2
1629,1,2,2,4,1,1,2,4,2,2,18,3,2,12,35,69.2,12,45.8,25,12,2,2
1631,1,2,2,1,11,1,3,2,2,2,12,1,1,12,55,39.4,97,53.2,21,97,1,1
1632,1,2,2,1,1,1,0,2,2,2,12,1,1,12,26,33.9,12,29.5,0,12,1,2
1633,1,2,2,2,2,1,4,6,2,2,15,1,2,12,34,73.2,12,27.7,22,12,2,2
1634,1,2,2,1,12,1,1,4,2,3,12,1,2,12,54,39,8,30.7,24,5,2,2
1635,1,2,2,1,8,7,3,1,0,1,12,2,2,13,79,-1,8,34.2,23,12,2,1
1637,1,2,2,3,1,1,1,3,2,2,18,1,1,12,31,33.6,12,44.7,29,8,1,2
1638,1,2,2,0,7,7,3,2,0,2,8,1,1,12,63,27.2,8,28.6,20,8,0,0
1639,1,2,2,2,3,3,1,3,3,2,15,1,2,12,25,73.2,11,50.2,20,12,0,0
