id,race,region,sex,degree,sibs,wrkstat,childs,hompop,earnrs,adults,educ,marital,happy,income,age,sei,maeduc,pasei,agekdbrn,paeduc,hapunhap,trust
620,1,4,2,1,2,2,1,2,2,2,13,1,2,12,27,33.1,12,86.6,21,16,2,2
621,1,4,2,3,2,1,3,5,2,3,16,1,1,12,48,73.2,12,27.7,27,16,0,0
623,1,4,2,3,1,2,1,3,2,2,17,1,2,12,41,62.5,12,64,35,12,1,1
626,1,4,2,1,2,5,1,2,0,2,12,1,2,12,64,73.3,6,34.2,22,3,1,2
630,1,4,2,1,1,1,2,2,2,2,12,1,1,12,59,67,12,27.7,19,8,1,2
633,1,4,2,2,2,1,2,3,2,3,14,1,2,12,56,63.5,8,34.2,27,6,2,2
634,1,4,2,0,10,7,1,2,1,2,10,1,2,2,47,17.1,11,-1,34,97,2,2
635,1,4,2,1,4,5,3,3,1,3,12,1,2,12,68,48.5,10,28,19,8,0,0
636,1,7,2,1,1,5,4,2,0,2,12,1,2,11,61,53.7,10,32.3,16,10,0,0
637,1,7,2,1,3,3,2,4,3,4,15,1,2,12,56,51.9,12,62.2,30,10,1,1
638,1,7,2,3,2,1,2,3,1,1,16,3,2,12,41,63.5,12,63.5,29,16,2,2
639,1,2,2,1,2,7,3,5,1,2,12,1,1,12,42,76.4,12,28.6,27,6,0,0
640,1,2,2,2,1,7,2,4,2,2,14,1,1,12,36,38,12,31.5,26,14,0,0
642,1,2,2,4,1,1,1,2,2,2,18,1,1,12,38,85.1,12,55.1,35,12,1,2
643,1,2,2,0,4,5,4,1,0,1,8,2,2,11,87,17.1,8,37.3,21,8,2,2
644,1,7,2,1,4,1,0,2,1,2,12,5,2,10,28,50.7,12,-1,0,97,0,0
645,1,7,2,4,4,1,1,3,3,3,18,1,1,12,58,80.3,12,49.6,39,12,0,0
646,1,7,2,0,2,5,0,1,0,1,9,2,1,10,89,32.4,5,-1,0,97,1,2
647,1,7,2,2,1,7,5,2,0,2,14,1,1,12,76,38.4,8,56.5,21,16,0,0
648,1,7,2,0,10,1,3,1,1,1,3,2,1,12,76,50.7,97,37.3,19,2,1,1
649,2,7,2,1,2,1,3,2,2,2,14,1,3,12,54,69.2,8,29.5,23,3,2,2
650,2,7,2,0,3,6,1,2,1,1,11,5,2,2,19,33.1,10,-1,13,97,0,0
652,1,6,2,1,5,5,1,1,0,1,12,2,1,12,72,73.6,11,28.6,21,11,1,1
654,1,6,2,2,3,6,0,2,2,2,14,5,2,12,23,57.1,11,63.5,0,12,2,2
655,1,6,2,0,4,2,0,1,1,1,4,3,1,10,69,31.2,97,32.4,0,97,1,2
656,1,6,2,0,5,7,1,1,0,1,3,3,3,98,69,32.4,98,-1,36,97,2,2
659,2,6,2,4,2,1,1,2,1,1,19,3,3,12,46,80.3,12,-1,26,97,3,2
660,1,6,2,1,3,6,0,2,0,2,12,5,2,4,20,-1,20,76.4,0,18,2,2
662,2,4,2,3,2,1,0,2,1,2,16,4,2,13,36,60.6,16,78,0,16,2,2
663,1,4,2,2,1,1,1,4,2,3,14,1,2,13,31,26.4,16,58.8,29,16,2,2
664,1,4,2,3,4,5,1,3,1,3,16,1,1,98,70,76.4,6,32.3,32,6,1,2
665,1,4,2,1,5,1,2,4,2,2,12,1,1,98,32,33.1,12,47,21,12,1,2
668,1,4,2,1,3,5,3,1,0,1,12,3,2,13,77,34.6,0,25.9,30,98,0,0
669,1,4,2,1,1,7,0,2,1,2,14,5,2,12,25,-1,16,62.5,0,16,2,1
670,2,4,2,0,6,7,3,3,0,1,0,5,3,11,41,-1,0,26.5,17,0,0,0
671,1,4,2,1,2,1,2,4,2,2,14,1,2,12,35,38.9,12,45.4,26,16,0,0
672,1,4,2,1,1,7,2,4,1,2,13,1,1,13,34,46.7,0,44.8,28,3,1,1
674,1,4,2,4,2,1,0,2,1,2,18,5,1,12,31,64.1,12,53.3,0,14,0,0
675,1,4,2,3,1,6,0,1,1,1,18,5,1,12,24,-1,18,-1,0,97,1,2
676,3,4,2,4,2,1,0,2,1,9,20,5,2,12,28,97.2,97,87,0,20,1,1
677,2,4,2,4,2,2,0,1,1,1,18,5,3,12,32,80.2,18,86.5,0,16,0,0
679,1,4,2,3,3,1,0,2,1,2,16,5,2,10,24,63.5,16,-1,0,97,0,0
681,2,4,2,1,4,1,3,5,2,2,12,1,2,12,45,29.3,11,28.4,19,11,0,0
682,2,4,2,1,6,7,0,1,0,1,14,5,3,9,49,38.4,98,48.6,0,98,3,2
683,2,4,2,0,1,7,7,5,1,2,11,5,3,10,37,21.2,14,-1,21,97,3,2
685,1,8,2,0,3,1,0,3,2,3,11,5,3,9,26,51.9,12,28.6,0,10,2,2
686,1,8,2,0,4,7,2,4,3,2,7,4,2,10,29,22.7,0,29.3,24,3,2,2
687,3,8,2,1,7,1,0,5,4,5,14,5,2,12,28,73.3,3,45.4,0,8,1,1
690,2,8,2,1,3,1,0,1,1,1,14,5,2,12,23,-1,18,-1,0,97,0,0
692,1,8,2,4,5,2,2,4,2,2,16,1,1,12,48,92.3,8,56.5,33,98,1,1
701,1,8,2,3,1,7,2,4,1,2,16,1,2,12,41,56.6,15,50.7,32,16,2,1
704,1,8,2,4,0,1,2,4,2,2,20,1,2,12,44,87.5,12,61.9,32,12,2,2
706,1,8,2,2,2,4,1,1,1,1,16,5,2,12,54,83.9,8,-1,21,97,0,0
707,2,8,2,0,1,2,5,1,1,1,8,5,2,6,56,22.6,12,32.3,15,12,0,0
711,1,8,2,1,8,1,3,3,1,1,15,3,1,12,44,67,14,63.5,21,16,1,1
713,1,8,2,2,1,1,0,2,1,2,14,5,2,10,21,61.9,13,-1,0,14,2,2
715,2,8,2,1,1,4,2,3,1,1,12,3,2,12,33,33.3,14,39,23,15,2,2
717,1,8,2,4,1,1,2,3,4,3,18,1,2,12,47,56.6,12,37.5,21,12,2,1
723,1,1,2,1,1,1,3,1,1,1,12,3,2,12,51,73.6,12,38.9,23,16,2,2
724,1,1,2,1,6,5,4,1,0,1,12,3,2,13,74,67,0,-1,22,97,0,0
725,1,1,2,1,2,5,0,1,0,1,12,5,1,11,73,76.4,8,36.5,0,8,1,2
726,1,1,2,1,4,7,2,1,0,1,12,3,2,3,48,38.4,12,83.7,21,16,2,2
727,1,1,2,1,4,1,1,3,4,3,12,1,2,12,44,32.3,12,22.5,22,97,1,2
734,1,1,2,1,5,1,4,5,1,1,13,4,2,12,30,29.3,12,35.4,19,12,0,0
739,1,7,2,0,11,2,3,7,2,5,6,1,1,13,18,22.6,3,61.9,19,2,0,0
740,1,7,2,1,4,1,3,3,3,3,12,1,2,12,52,50.7,5,-1,23,98,0,0
741,1,7,2,3,2,4,0,1,1,1,16,5,2,12,45,38.9,12,92.9,0,20,1,2
743,2,7,2,1,8,5,2,1,0,1,12,3,2,2,49,27.5,8,-1,17,97,2,2
746,1,7,2,1,4,7,3,6,3,3,12,1,3,12,34,-1,12,-1,19,97,2,3
748,1,7,2,3,2,1,2,1,1,1,16,3,2,12,64,60.6,16,97.2,25,20,2,2
749,1,7,2,1,11,7,4,4,2,2,12,1,2,12,44,26.4,6,29.8,20,98,0,0
751,2,2,2,1,4,1,5,5,1,1,12,5,2,3,26,31.2,14,-1,17,97,2,2
752,2,2,2,1,7,2,1,2,1,1,11,5,3,8,31,31.2,11,-1,21,97,3,2
758,1,2,2,1,0,7,3,1,1,1,16,3,1,13,66,37.7,12,50.7,21,12,0,0
759,1,2,2,1,1,3,3,5,2,2,15,1,2,12,39,67,14,-1,32,97,2,2
760,1,1,2,3,2,5,0,1,0,1,18,5,3,12,67,80.3,12,22.7,0,13,1,1
761,1,1,2,4,2,4,0,1,1,1,20,5,3,12,62,63.5,14,63.5,0,12,0,0
766,1,1,2,1,6,5,3,1,1,1,12,2,2,11,84,64.1,98,38.4,19,98,0,0
767,1,1,2,4,5,1,0,1,1,1,19,5,2,12,47,92.3,16,64.1,0,16,0,0
769,2,1,2,2,4,1,2,4,3,1,14,1,3,12,49,-1,6,-1,31,97,3,2
771,1,1,2,1,3,8,2,4,0,3,12,1,2,9,42,31.5,13,48.5,20,12,2,1
773,1,1,2,2,7,3,2,4,3,4,14,1,1,12,52,48.5,98,-1,17,98,1,2
774,1,1,2,3,4,5,3,2,0,2,18,1,2,12,69,63.5,12,86.6,21,16,1,1
778,1,1,2,2,4,1,3,5,5,2,14,1,2,12,46,-1,8,69.7,28,14,2,3
779,1,1,2,1,0,5,2,2,0,2,12,2,2,12,77,38.9,98,34.2,24,8,1,1
780,1,1,2,2,4,3,3,1,1,1,14,3,3,12,65,29.3,14,27.7,22,12,0,0
781,1,1,2,1,1,1,2,2,2,2,12,1,1,13,56,53.9,12,65.8,24,12,1,2
782,1,1,2,0,0,6,0,3,3,3,11,5,2,12,18,-1,12,73.2,0,20,2,2
783,1,1,2,4,3,1,2,1,3,1,18,1,2,12,52,63.5,12,30.1,33,12,2,1
785,2,1,2,1,8,1,2,3,3,1,12,5,2,9,31,29.1,98,-1,22,97,0,0
787,1,1,2,1,1,6,0,1,1,1,15,5,1,3,21,62.5,14,-1,0,97,1,3
788,3,1,2,4,2,5,0,1,0,1,20,2,3,12,75,80.3,12,76.4,0,16,0,0
790,1,1,2,3,4,6,0,3,2,3,18,5,1,12,24,-1,14,34.2,0,14,1,3
791,1,1,2,4,3,1,1,2,1,1,20,5,1,12,43,79.9,14,92.3,34,19,1,3
795,1,1,2,1,3,8,1,2,1,1,13,1,2,13,23,32.4,12,-1,22,97,2,2
796,1,1,2,1,7,5,2,2,0,2,14,1,3,12,79,-1,16,78.5,21,12,2,2
798,1,1,2,4,6,5,3,2,1,2,18,3,2,12,74,74.4,8,-1,22,97,0,0
799,1,1,2,4,3,1,0,2,0,2,18,5,1,12,27,76.5,12,27.7,0,12,1,3
803,1,1,2,3,13,2,2,4,4,2,16,1,2,12,35,36.4,14,44.7,28,12,2,1
805,1,1,2,1,2,1,0,2,2,2,12,1,2,12,46,50.7,12,27.7,0,12,2,2
806,1,1,2,1,0,1,0,1,1,1,12,5,2,12,55,45.4,98,29.8,0,98,0,0
807,1,1,2,3,1,1,2,4,4,2,16,1,2,12,35,76.4,12,36.5,26,12,0,0
809,1,1,2,3,1,2,6,4,4,2,16,1,1,12,50,29.1,12,75.9,20,12,0,0
811,1,1,2,3,0,2,1,3,3,2,16,1,2,13,38,38,12,34.2,26,12,1,2
813,2,1,2,1,99,2,2,1,1,1,12,4,1,13,75,39.4,98,37.9,20,98,1,2
814,2,1,2,1,4,6,0,1,3,1,13,5,2,12,20,33.1,16,69.2,0,16,2,2
815,1,1,2,3,1,1,0,1,1,1,16,5,2,12,25,76.4,16,73.6,0,14,2,2
816,1,1,2,1,4,8,0,1,0,1,14,5,3,8,36,72.5,20,63.2,0,97,0,0
818,1,1,2,1,1,1,2,2,1,2,14,1,2,12,60,38.4,9,38.2,22,6,0,0
819,3,1,2,1,3,1,2,3,1,1,11,5,2,10,31,69.2,11,59.1,18,11,2,2
822,1,1,2,1,6,1,1,2,2,2,13,3,2,10,48,68.1,12,28.4,28,98,0,0
823,1,1,2,1,5,1,0,3,1,3,12,5,2,10,38,31.2,98,27.7,0,98,2,2
824,2,1,2,1,3,7,4,5,1,1,12,5,2,10,25,29.3,14,27.7,18,8,2,2
826,1,1,2,4,4,1,0,1,1,1,17,5,2,12,60,78.5,8,27.7,0,12,3,2
828,1,1,2,2,2,1,3,5,3,2,14,1,1,12,39,29.5,12,29.4,24,8,1,2
829,2,1,2,3,2,1,2,1,1,1,18,3,2,12,48,32,12,50.7,19,16,1,1
830,1,1,2,1,6,7,4,2,1,2,12,1,3,12,54,31.4,12,-1,20,97,2,2
831,1,1,2,1,1,1,4,2,2,2,12,1,3,12,60,64.8,8,27.7,18,11,0,0
832,2,1,2,1,8,1,4,4,3,2,12,4,1,12,50,29.3,11,-1,16,97,1,2
833,1,1,2,1,4,5,4,1,0,1,12,2,2,12,74,38.4,12,33.1,24,3,2,2
834,1,1,2,1,3,5,0,1,1,1,12,2,2,13,76,-1,98,29.2,0,99,1,1
835,1,1,2,1,6,5,3,2,1,2,12,1,1,12,67,38.4,10,33.1,21,8,1,1
838,1,1,2,1,1,7,1,2,0,2,14,1,2,12,80,38.4,12,62,34,12,1,1
839,1,1,2,3,4,5,2,1,1,1,16,2,2,12,67,73.3,6,50.7,18,12,2,1
840,1,1,2,1,2,2,0,2,1,2,14,5,1,9,21,32.4,12,-1,0,97,1,2
841,1,1,2,1,4,5,8,2,1,2,14,2,2,12,79,71.6,12,44.7,20,10,2,2
842,1,1,2,1,2,1,2,4,2,2,13,1,1,12,31,39,12,64.8,23,14,1,2
844,1,1,2,4,2,3,0,1,1,1,18,5,1,12,54,78.5,18,80.3,0,20,1,1
845,1,1,2,2,1,1,2,4,2,2,14,1,1,12,26,36.7,97,29.2,21,16,0,0
846,1,1,2,1,1,7,2,2,0,2,13,1,2,13,65,26.4,10,27.7,19,9,2,3
849,1,2,2,1,7,5,3,2,0,2,12,1,2,12,69,67,10,37.3,28,8,2,2
851,1,2,2,0,11,5,3,1,0,1,10,2,2,8,89,38.9,98,27.7,29,98,1,1
853,1,2,2,1,2,1,2,3,1,1,13,3,2,12,38,51.9,17,-1,26,97,2,2
855,3,2,2,2,17,4,4,6,1,2,16,1,2,11,34,36.7,6,29.2,17,3,2,1
856,3,2,2,3,4,1,2,4,2,2,16,1,2,12,40,73.2,97,-1,38,12,0,0
857,1,2,2,1,3,7,2,4,2,2,12,1,9,6,26,27.5,11,33.6,19,98,0,0
858,1,2,2,3,2,1,1,1,1,1,16,3,2,12,61,73.2,12,63.5,29,9,0,0
859,1,2,2,0,9,2,3,5,3,3,10,3,2,10,40,29.5,10,27.7,18,10,0,0
862,1,2,2,1,1,7,1,3,2,2,16,1,2,10,43,63.2,14,86.5,23,16,2,2
863,1,2,2,1,3,6,1,2,1,1,13,5,2,11,28,29.3,10,37.3,21,12,1,2
864,1,2,2,1,1,1,2,1,1,1,12,3,2,9,52,22.7,98,27.7,18,8,0,0
865,1,2,2,1,4,5,4,1,0,1,12,2,3,2,66,29.3,12,40.5,24,12,4,2
868,1,2,2,1,13,5,5,1,0,1,12,2,1,10,80,36.5,5,-1,20,97,1,1
870,1,2,2,2,2,2,4,4,1,1,14,4,2,11,38,29.3,10,33.5,15,13,3,1
872,1,2,2,3,1,5,3,2,1,2,18,1,1,12,65,80.3,12,37.3,20,7,0,0
874,1,2,2,1,2,7,0,1,2,1,14,5,1,12,31,38,12,28.4,0,12,0,0
876,1,2,2,3,2,3,0,2,1,2,16,5,1,12,51,78.5,12,28.6,0,12,0,0
877,1,2,2,1,2,5,4,2,0,2,13,1,1,13,70,36.1,14,37.4,21,12,0,0
878,1,2,2,1,5,6,4,7,1,2,13,1,2,12,28,-1,12,50.5,19,15,2,2
880,1,2,2,0,3,7,2,2,1,2,10,1,2,12,57,21.2,12,-1,18,97,1,2
883,1,2,2,1,2,7,3,5,2,2,14,1,2,12,32,36.5,12,30.6,21,14,0,0
884,1,2,2,1,4,1,1,3,3,2,12,1,2,12,26,18.5,12,-1,21,97,2,2
885,1,2,2,0,10,7,3,2,0,2,9,3,3,3,46,27.5,12,45.9,20,98,0,0
887,1,2,2,1,3,1,2,3,1,1,12,3,2,12,50,31.4,12,53.9,35,12,0,0
888,1,2,2,0,8,5,5,2,0,2,7,1,2,11,67,21.1,98,34.3,18,98,2,2
890,1,2,2,2,4,1,3,1,1,1,18,3,2,10,46,29.2,8,-1,18,11,0,0
895,1,2,2,2,2,5,0,2,0,2,16,1,1,13,64,64.2,98,50.7,0,12,1,2
896,1,2,2,4,3,3,1,3,1,2,20,5,2,12,46,78.5,10,63.5,36,12,0,0
897,1,2,2,1,1,7,2,2,1,2,12,1,1,13,62,38.4,12,35.1,25,8,1,2
899,1,2,2,1,2,2,1,2,2,2,14,1,1,12,55,38.9,12,50.7,30,12,1,1
901,1,2,2,1,4,5,5,1,0,1,12,2,1,12,70,34.6,8,36.5,21,8,1,2
902,1,2,2,1,4,5,4,1,0,1,12,2,2,11,83,38.4,8,45.8,23,8,2,1
903,1,2,2,1,2,7,1,2,0,2,12,1,2,12,69,37.7,12,49.6,34,7,2,1
905,1,2,2,3,1,6,0,3,3,3,16,5,1,12,23,33.9,12,50.7,0,15,0,0
906,1,2,2,1,1,1,1,1,1,1,12,3,2,12,51,48.5,12,45.4,21,12,2,2
907,1,2,2,1,2,1,0,2,1,2,12,5,3,12,22,36.5,12,29.2,0,12,2,2
909,1,2,2,0,10,7,8,1,0,1,8,2,2,13,76,22.5,10,37.3,21,2,0,0
913,1,2,2,2,4,1,1,2,1,1,15,3,1,12,50,63.5,16,63.5,40,14,1,1
916,1,2,2,1,4,3,0,2,1,2,12,5,2,12,50,39.4,97,-1,0,97,1,2
918,1,2,2,3,2,1,2,4,2,2,16,1,1,12,34,82.7,16,-1,29,97,1,2
920,1,2,2,1,5,1,0,1,1,1,12,5,3,12,48,29.3,7,29.2,0,7,2,2
921,2,2,2,1,2,4,2,3,1,1,12,4,2,11,25,29.3,10,28.4,17,11,3,2
922,1,2,2,1,8,2,1,2,2,2,12,1,1,12,64,25.5,8,37.3,24,8,1,1
923,1,2,2,0,2,7,3,1,0,1,8,3,3,2,86,21.2,97,37.3,25,98,3,2
924,3,2,2,0,4,7,3,2,0,1,11,5,3,3,23,34.4,12,-1,16,97,1,2
926,1,2,2,3,3,2,0,3,1,2,16,3,2,8,42,75.2,18,85.1,0,18,0,0
927,1,2,2,1,1,6,0,5,1,5,13,5,1,3,20,62.5,20,82.7,0,20,0,0
928,1,2,2,3,2,6,0,1,1,1,16,5,2,1,22,-1,18,-1,0,97,2,2
930,1,2,2,3,2,7,2,4,2,3,16,1,2,13,47,38.4,12,37.3,26,12,0,0
932,1,2,2,1,3,7,2,4,1,2,12,3,2,12,46,30.8,12,28.4,23,12,2,2
933,3,2,2,4,1,1,1,3,2,2,18,1,2,12,34,76.3,0,86,30,16,2,1
936,3,2,2,0,5,5,1,1,0,1,11,2,1,7,78,25.5,4,-1,25,97,1,1
938,1,2,2,1,3,1,0,1,1,1,13,3,2,13,27,45.7,14,-1,0,18,2,2
939,1,2,2,8,8,5,2,1,0,1,98,2,2,13,89,22.5,5,37.3,99,5,2,2
940,1,2,2,1,5,5,2,2,1,2,12,2,2,98,89,38.9,8,53.1,18,98,0,0
944,1,2,2,1,5,1,1,2,1,1,12,3,3,10,38,21.2,12,28.6,20,12,3,2
945,1,2,2,3,2,2,3,1,1,1,16,2,2,12,73,73.2,8,64.2,23,11,1,1
946,1,2,2,1,2,1,0,1,1,1,12,3,2,13,37,63.5,12,-1,0,12,0,0
948,1,2,2,4,2,5,1,2,0,2,18,1,2,12,67,29.3,16,-1,28,97,0,0
951,1,2,2,1,0,5,8,1,1,1,14,3,1,12,72,60.6,12,63.5,21,12,0,0
952,3,2,2,3,0,1,1,3,3,2,19,1,1,12,43,82.7,16,91.3,34,16,0,0
954,1,2,2,3,5,1,0,2,2,2,16,1,2,12,55,86.8,12,38.2,0,3,2,1
955,1,2,2,3,2,7,2,4,1,3,16,1,1,12,47,63.5,15,48.5,27,13,0,0
957,1,2,2,1,1,1,2,1,1,1,13,3,2,12,60,82.7,14,29.8,24,12,0,0
961,2,2,2,0,20,7,0,1,1,1,9,5,2,6,43,-1,97,-1,0,97,0,0
962,2,2,2,1,3,7,1,2,1,1,14,5,3,9,19,64.8,14,-1,18,97,2,2
966,1,2,2,1,4,3,1,1,1,1,15,5,2,10,33,32.4,11,-1,20,97,2,2
967,1,2,2,1,3,1,1,2,2,2,13,1,1,12,50,-1,12,63.5,28,12,0,0
970,1,2,2,1,2,2,5,7,3,3,12,2,1,98,77,29.3,12,48.5,21,12,1,2
978,1,2,2,1,4,1,2,3,3,3,12,1,2,12,50,27.7,12,44.7,20,12,2,2
979,3,2,2,3,1,7,3,5,1,2,16,1,1,12,38,38.4,13,36.5,27,12,1,1
983,1,2,2,3,2,1,0,1,1,1,16,5,2,13,59,61.9,12,38.2,0,8,0,0
988,1,2,2,3,2,1,0,1,1,1,16,5,1,12,37,73.2,16,50.5,0,19,1,1
989,2,2,2,1,4,2,5,4,1,2,13,5,3,11,53,28.4,12,63.5,21,12,0,0
991,1,2,2,0,3,5,3,2,1,2,11,1,2,12,78,33.6,16,44.7,19,12,1,1
992,1,2,2,4,1,3,1,2,1,1,18,5,1,12,29,73.8,12,28.4,29,12,1,1
996,1,2,2,1,2,1,2,2,2,2,13,1,3,12,59,63.5,8,38.2,21,12,0,0
997,1,2,2,3,2,5,3,1,0,1,16,2,3,12,74,62.5,12,46,29,3,3,1
998,1,2,2,1,1,1,1,4,3,3,13,3,2,13,31,32.4,12,50.7,28,12,2,2
1000,1,2,2,1,3,1,2,4,1,2,13,3,2,12,28,38.5,13,37.8,23,10,0,0
1001,1,2,2,2,7,1,2,2,2,2,14,1,2,12,47,64.2,12,65.8,21,15,0,0
1003,1,2,2,3,1,1,0,2,2,2,18,5,2,12,46,63.5,12,83.7,0,16,2,2
1004,1,5,2,3,4,7,2,4,2,2,16,1,2,12,33,69.2,97,32.3,24,12,2,1
1006,1,5,2,1,6,7,2,3,1,2,11,3,2,10,37,31.2,9,-1,15,97,1,2
1007,1,5,2,4,2,2,0,2,2,2,18,1,1,12,26,69.2,14,85.1,0,12,0,0
1008,1,2,2,1,1,1,3,2,2,2,12,1,1,12,58,38.5,14,38.9,26,14,0,0
1009,1,2,2,0,1,7,2,2,0,2,10,1,1,13,82,27.7,8,38.2,26,7,0,0
1010,1,2,2,2,2,3,2,4,3,4,14,2,2,12,47,33.1,12,48.5,24,12,0,0
1011,1,2,2,1,1,5,3,2,0,2,12,1,2,12,74,40.4,8,26.7,24,6,2,1
1012,1,2,2,3,2,2,2,3,3,2,16,1,2,12,48,51.9,12,37.3,28,11,1,2
1014,1,3,2,1,6,1,2,2,1,2,12,3,2,12,55,31.4,8,45.9,25,10,2,1
1018,1,3,2,1,4,5,1,2,0,2,12,1,1,12,62,31.4,9,38.4,23,12,1,2
1020,1,3,2,1,1,2,0,4,4,4,13,5,2,98,25,30.8,12,38.1,0,12,1,2
1024,1,3,2,3,2,5,3,2,1,2,16,1,1,12,67,78.5,12,45.9,24,14,1,1
1026,3,3,2,4,2,1,2,4,2,2,17,1,2,12,37,76.3,0,76.4,33,9,2,2
1030,1,3,2,1,3,1,4,4,2,2,13,3,1,12,44,69.7,12,63.5,21,12,1,2
1032,1,2,2,1,2,2,2,1,1,1,12,3,1,8,69,22.5,16,27.7,24,12,0,0
1033,1,2,2,1,1,1,5,1,2,1,12,1,1,12,51,25.8,12,38.2,19,12,0,0
1034,1,2,2,3,2,1,0,1,1,1,17,5,2,12,34,36.5,13,52.4,0,13,2,1
1035,1,2,2,1,4,5,1,1,0,1,12,2,3,2,85,58.1,0,29.2,34,3,2,2
1037,1,2,2,1,4,7,4,1,0,1,12,2,3,12,82,50.7,3,36.4,19,98,1,2
1038,1,2,2,1,1,8,3,2,1,2,12,1,1,11,61,29.3,11,37.3,19,12,1,2
1039,2,2,2,1,3,1,2,3,1,1,13,5,1,12,31,27.7,14,-1,21,97,2,2
1040,1,2,2,1,2,5,5,1,0,1,12,2,1,13,76,38.4,10,32.3,21,12,0,0
1041,1,2,2,0,7,5,4,2,0,2,11,1,1,11,76,27.7,98,32.3,22,98,0,0
1043,1,2,2,1,2,1,3,5,2,2,15,1,1,12,31,31.4,12,27.7,21,14,0,0
1044,1,2,2,1,2,5,3,1,1,1,12,3,1,12,67,73.6,12,65.8,22,11,1,2
1045,1,2,2,4,1,1,0,1,1,1,17,5,2,12,61,80.9,12,-1,0,97,2,2
1046,1,2,2,0,6,7,3,2,0,2,10,1,2,98,76,22.9,98,29.2,22,98,1,3
1050,1,2,2,1,9,5,0,1,0,1,12,2,1,11,89,39,98,65.8,0,98,1,1
1051,1,2,2,1,4,5,3,2,0,2,10,1,1,98,74,27.5,8,-1,17,97,1,1
1052,1,2,2,1,6,1,2,2,2,2,12,1,3,12,57,27.7,6,37.2,17,10,1,2
1055,1,2,2,4,1,5,2,2,1,2,17,1,1,12,66,80.3,12,63.5,23,13,0,0
1056,1,8,2,3,2,7,3,2,1,2,15,1,3,12,59,73.2,12,38.2,21,8,4,2
1058,1,8,2,3,1,1,0,2,2,2,16,1,2,12,26,36.5,16,83.7,0,16,1,2
1060,1,8,2,2,1,7,3,2,1,2,14,3,2,12,56,61.4,14,86,20,16,1,3
1066,1,8,2,1,3,2,3,1,1,1,13,3,2,8,61,22.5,7,86,21,98,2,2
1069,1,8,2,1,2,1,2,4,3,3,14,1,2,13,52,73.3,11,32.3,22,9,2,1
1070,2,8,2,1,3,4,4,4,0,1,12,5,2,7,44,63.5,98,37.3,23,6,0,0
1071,2,8,2,1,3,7,1,4,3,3,12,5,2,98,20,37.9,12,32.3,17,12,1,2
1072,2,8,2,1,2,5,0,1,1,1,12,3,2,9,72,22.6,0,37.3,0,8,0,0
1078,1,4,2,1,2,2,0,6,5,6,12,5,3,98,23,26.4,97,-1,0,8,0,0
1080,1,4,2,1,6,7,2,2,1,2,12,1,2,11,72,38.4,14,-1,26,97,2,2
1082,1,4,2,1,4,1,2,2,2,2,12,1,2,12,65,46.8,10,32.7,18,8,1,1
1084,1,4,2,1,10,1,0,1,1,1,12,3,2,10,57,53.3,10,27.7,0,5,2,2
1085,1,4,2,1,4,5,1,2,0,2,14,1,1,13,75,73.6,8,38.2,21,12,1,2
1088,1,4,2,3,2,5,1,1,1,1,16,5,2,2,50,38.9,13,-1,30,97,2,1
1089,1,4,2,1,5,5,5,2,2,2,12,1,3,12,73,30.7,10,-1,16,97,2,2
1091,1,4,2,3,1,7,2,2,2,2,16,1,1,12,60,72.5,14,86,29,16,1,2
1092,1,4,2,1,3,5,2,1,1,1,14,2,3,98,89,38,5,37.3,22,5,2,1
1093,1,4,2,3,3,5,4,3,3,3,16,1,1,13,67,80.3,12,29.4,21,8,1,1
1094,1,4,2,4,4,5,2,2,0,2,16,1,1,12,70,56.6,8,45.9,22,5,1,1
1096,1,4,2,3,3,1,3,5,3,2,16,1,2,12,44,75.2,18,59,27,12,2,1
1097,3,4,2,4,2,2,2,4,2,2,18,1,2,12,35,50.7,10,46.7,28,12,0,0
1098,1,4,2,1,0,1,2,2,2,2,12,1,3,13,61,63.5,12,51,22,12,0,0
1099,1,4,2,4,1,3,1,3,3,3,18,1,2,12,55,65.8,13,-1,35,14,0,0
1102,1,4,2,2,2,1,0,2,1,2,14,1,2,12,59,50.5,13,29.4,0,12,1,2
1104,1,4,2,1,5,2,3,3,3,3,12,3,2,12,61,60.5,12,53.9,21,8,2,1
1105,1,4,2,1,3,5,6,2,0,1,12,1,1,13,79,38.4,12,-1,21,97,0,0
1106,1,4,2,0,3,1,4,3,1,1,11,5,3,10,23,21.2,97,50.7,17,8,2,2
1108,1,4,2,4,1,1,1,3,2,2,17,1,1,12,39,72.5,16,68.8,30,16,0,0
1113,1,4,2,1,1,7,3,2,0,2,12,3,2,9,64,73.2,12,34.2,22,13,1,1
1115,1,4,2,2,2,7,5,3,1,2,15,1,1,12,52,37.4,12,53.4,22,12,0,0
1116,2,4,2,1,7,1,3,2,2,2,12,1,2,12,55,29.3,12,-1,19,97,0,0
1117,1,4,2,1,1,2,3,1,2,1,14,1,1,9,28,28.4,9,-1,15,97,0,0
1119,2,4,2,0,8,1,1,2,1,1,13,4,3,9,42,29.3,6,-1,29,97,2,2
1120,2,4,2,1,3,4,1,2,1,1,12,5,1,11,36,57.1,12,-1,30,97,0,0
1121,2,4,2,1,4,1,0,1,1,1,13,5,2,11,23,29.3,16,-1,0,16,0,0
1122,2,4,2,1,8,6,2,1,1,1,14,5,3,10,36,37.7,9,31.5,20,9,3,2
